ID,year,month,day,doc,bay,region,latitude,longitude,TL_mm,age,predict.age,final.age,hdate
NA,2022,July,15,196,Baralof Bay,Shumagin Islands,55.2293,-160.5622,41,NA,78,78,118
NA,2022,July,15,196,Baralof Bay,Shumagin Islands,55.2293,-160.5622,41,NA,76,76,120
NA,2022,July,15,196,Baralof Bay,Shumagin Islands,55.2293,-160.5515,41,NA,75,75,121
NA,2022,July,15,196,Baralof Bay,Shumagin Islands,55.2304,-160.5484,41,NA,75,75,121
NA,2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,41,NA,77,77,118
NA,2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,41,NA,74,74,121
NA,2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,41,NA,74,74,121
NA,2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,41,NA,76,76,119
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,41,NA,77,77,111
NA,2023,July,7,188,Agripina Bay,Agripina Bay,57.1049,-156.4585,41,NA,78,78,110
NA,2023,July,7,188,Agripina Bay,Agripina Bay,57.1046,-156.4714,41,NA,74,74,114
NA,2023,July,7,188,Agripina Bay,Agripina Bay,57.1046,-156.4714,41,NA,76,76,112
NA,2023,July,7,188,Agripina Bay,Agripina Bay,57.1046,-156.4714,41,NA,77,77,111
NA,2023,July,7,188,Agripina Bay,Agripina Bay,57.1046,-156.4714,41,NA,78,78,110
NA,2021,July,5,186,Agripina Bay,Agripina Bay,57.1133,-156.4794,41,NA,75,75,111
NA,2021,July,5,186,Agripina Bay,Agripina Bay,57.1133,-156.4794,41,NA,75,75,111
NA,2021,July,5,186,Agripina Bay,Agripina Bay,57.1073,-156.4562,41,NA,76,76,110
NA,2021,July,5,186,Agripina Bay,Agripina Bay,57.1073,-156.4562,41,NA,75,75,111
NA,2021,July,5,186,Agripina Bay,Agripina Bay,57.1073,-156.4562,41,NA,76,76,110
NA,2021,July,5,186,Agripina Bay,Agripina Bay,57.104,-156.4767,41,NA,73,73,113
NA,2022,July,4,185,Agripina Bay,Agripina Bay,57.1132,-156.4796,41,NA,75,75,110
NA,2022,July,4,185,Agripina Bay,Agripina Bay,57.1048,-156.4585,41,NA,76,76,109
NA,2022,July,4,185,Agripina Bay,Agripina Bay,57.1048,-156.4585,41,NA,75,75,110
NA,2023,July,3,184,Kaiugnak Bay,Kaiugnak Bay,57.0607,-153.7889,41,NA,76,76,108
NA,2023,July,3,184,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6747,41,NA,72,72,112
NA,2023,July,3,184,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6747,41,NA,74,74,110
NA,2023,July,3,184,Kaiugnak Bay,Kaiugnak Bay,57.0572,-153.6348,41,NA,74,74,110
NA,2023,June,29,180,Cook Bay,Eastern Kodiak,57.7796,-152.2638,41,NA,83,83,97
NA,2023,June,29,180,Cook Bay,Eastern Kodiak,57.7796,-152.2638,41,NA,82,82,98
NA,2023,June,29,180,Cook Bay,Eastern Kodiak,57.7689,-152.2752,41,NA,83,83,97
NA,2023,June,29,180,Cook Bay,Eastern Kodiak,57.7689,-152.2752,41,NA,81,81,99
NA,2023,June,29,180,Cook Bay,Eastern Kodiak,57.7689,-152.2752,41,NA,83,83,97
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.228,-160.5598,42,NA,87,87,126
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.228,-160.5598,42,NA,91,91,122
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.228,-160.5598,42,NA,91,91,122
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2303,-160.5485,42,NA,91,91,122
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2303,-160.5485,42,NA,91,91,122
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2293,-160.5518,42,NA,87,87,126
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2293,-160.5518,42,NA,90,90,123
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2293,-160.5518,42,NA,89,89,124
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2293,-160.5518,42,NA,90,90,123
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2293,-160.5623,42,NA,90,90,123
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2293,-160.5623,42,NA,87,87,126
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2307,-160.5694,42,NA,89,89,124
NA,2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0691,-160.1299,42,NA,88,88,123
NA,2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,42,NA,89,89,122
NA,2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,42,NA,89,89,122
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0639,-160.1164,42,NA,87,87,123
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0639,-160.1164,42,NA,90,90,120
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0639,-160.1164,42,NA,87,87,123
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0639,-160.1164,42,NA,88,88,122
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0639,-160.1164,42,NA,90,90,120
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0639,-160.1164,42,NA,88,88,122
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,42,NA,89,89,121
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,42,NA,88,88,122
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,42,NA,87,87,123
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,42,NA,87,87,123
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,42,NA,89,89,121
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2309,-160.5682,42,NA,80,80,125
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2293,-160.5519,42,NA,78,78,127
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2293,-160.5623,42,NA,77,77,128
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2293,-160.5623,42,NA,79,79,126
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3204,-160.5204,42,NA,76,76,126
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3204,-160.5204,42,NA,77,77,125
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3202,-160.5241,42,NA,79,79,123
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3202,-160.5241,42,NA,77,77,125
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3202,-160.5241,42,NA,79,79,123
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3202,-160.5241,42,NA,79,79,123
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3202,-160.5241,42,NA,78,78,124
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3202,-160.5241,42,NA,77,77,125
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3202,-160.5241,42,NA,77,77,125
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3202,-160.5241,42,NA,77,77,125
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3202,-160.5241,42,NA,77,77,125
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,42,NA,79,79,122
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0668,-160.1265,42,NA,78,78,123
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0668,-160.1265,42,NA,77,77,124
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0668,-160.1265,42,NA,77,77,124
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0668,-160.1265,42,NA,78,78,123
NA,2023,July,19,200,Falmouth Bay,Shumagin Islands,55.0695,-160.114,42,NA,79,79,121
NA,2023,July,19,200,Falmouth Bay,Shumagin Islands,55.0695,-160.114,42,NA,77,77,123
NA,2021,July,17,198,Falmouth Bay,Shumagin Islands,55.0689,-160.1297,42,NA,74,74,124
NA,2021,July,17,198,Falmouth Bay,Shumagin Islands,55.0689,-160.1297,42,NA,77,77,121
NA,2021,July,17,198,Sand Point,Shumagin Islands,55.3204,-160.5202,42,NA,75,75,123
NA,2021,July,17,198,Sand Point,Shumagin Islands,55.3204,-160.5202,42,NA,74,74,124
NA,2021,July,17,198,Sand Point,Shumagin Islands,55.3204,-160.5202,42,NA,74,74,124
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2294,-160.5626,42,NA,75,75,123
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2294,-160.5626,42,NA,77,77,121
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2293,-160.5518,42,NA,79,79,119
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2293,-160.5518,42,NA,75,75,123
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2197,-160.5484,42,NA,79,79,119
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2197,-160.5484,42,NA,79,79,119
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2197,-160.5484,42,NA,75,75,123
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2197,-160.5484,42,NA,77,77,121
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2197,-160.5484,42,NA,76,76,122
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2197,-160.5484,42,NA,78,78,120
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1047,-156.4584,42,NA,90,90,107
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1047,-156.4584,42,NA,88,88,109
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1047,-156.4584,42,NA,86,86,111
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1047,-156.4584,42,NA,89,89,108
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1094,-156.4599,42,NA,88,88,109
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1094,-156.4599,42,NA,87,87,110
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1094,-156.4599,42,NA,86,86,111
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1094,-156.4599,42,NA,90,90,107
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1094,-156.4599,42,NA,90,90,107
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,42,NA,89,89,108
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,42,NA,87,87,110
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,42,NA,88,88,109
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,42,NA,88,88,109
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,42,NA,87,87,110
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,42,NA,89,89,108
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,42,NA,87,87,110
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1045,-156.4712,42,NA,89,89,108
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1045,-156.4712,42,NA,90,90,107
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.104,-156.4766,42,NA,88,88,109
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.104,-156.4766,42,NA,89,89,108
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.104,-156.4766,42,NA,89,89,108
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.104,-156.4766,42,NA,89,89,108
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.104,-156.4766,42,NA,90,90,107
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.104,-156.4766,42,NA,89,89,108
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.104,-156.4766,42,NA,87,87,110
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.104,-156.4766,42,NA,87,87,110
NA,2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,42,NA,74,74,122
NA,2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,42,NA,76,76,120
NA,2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,42,NA,75,75,121
NA,2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,42,NA,73,73,123
NA,2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,42,NA,75,75,121
NA,2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,42,NA,76,76,120
NA,2021,July,15,196,Baralof Bay,Shumagin Islands,55.2292,-160.5518,42,NA,76,76,120
NA,2021,July,15,196,Baralof Bay,Shumagin Islands,55.2292,-160.5518,42,NA,75,75,121
NA,2022,July,15,196,Baralof Bay,Shumagin Islands,55.2311,-160.5681,42,NA,78,78,118
NA,2022,July,15,196,Baralof Bay,Shumagin Islands,55.2293,-160.5622,42,NA,78,78,118
NA,2022,July,15,196,Baralof Bay,Shumagin Islands,55.2293,-160.5515,42,NA,79,79,117
NA,2022,July,15,196,Baralof Bay,Shumagin Islands,55.2293,-160.5515,42,NA,79,79,117
NA,2022,July,15,196,Baralof Bay,Shumagin Islands,55.2293,-160.5515,42,NA,79,79,117
NA,2022,July,15,196,Baralof Bay,Shumagin Islands,55.2293,-160.5515,42,NA,79,79,117
NA,2022,July,15,196,Baralof Bay,Shumagin Islands,55.2304,-160.5484,42,NA,76,76,120
NA,2022,July,15,196,Baralof Bay,Shumagin Islands,55.2304,-160.5484,42,NA,77,77,119
NA,2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0692,-160.1136,42,NA,75,75,120
NA,2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0692,-160.1136,42,NA,78,78,117
NA,2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,42,NA,77,77,118
NA,2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,42,NA,76,76,119
NA,2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,42,NA,79,79,116
NA,2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0669,-160.1266,42,NA,77,77,118
NA,2019,July,7,188,Agripina Bay,Agripina Bay,57.105,-156.4581,42,NA,80,80,108
NA,2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,42,NA,78,78,110
NA,2023,July,7,188,Agripina Bay,Agripina Bay,57.1092,-156.4602,42,NA,77,77,111
NA,2023,July,7,188,Agripina Bay,Agripina Bay,57.1049,-156.4585,42,NA,77,77,111
NA,2023,July,7,188,Agripina Bay,Agripina Bay,57.1049,-156.4585,42,NA,77,77,111
NA,2023,July,7,188,Agripina Bay,Agripina Bay,57.1046,-156.4714,42,NA,80,80,108
NA,2021,July,5,186,Agripina Bay,Agripina Bay,57.1073,-156.4562,42,NA,78,78,108
NA,2021,July,5,186,Agripina Bay,Agripina Bay,57.1073,-156.4562,42,NA,75,75,111
NA,2021,July,5,186,Agripina Bay,Agripina Bay,57.1073,-156.4562,42,NA,77,77,109
NA,2021,July,5,186,Agripina Bay,Agripina Bay,57.1073,-156.4562,42,NA,75,75,111
NA,2021,July,5,186,Agripina Bay,Agripina Bay,57.1073,-156.4562,42,NA,77,77,109
NA,2021,July,5,186,Agripina Bay,Agripina Bay,57.1073,-156.4562,42,NA,77,77,109
NA,2021,July,5,186,Agripina Bay,Agripina Bay,57.104,-156.4767,42,NA,76,76,110
NA,2021,July,5,186,Agripina Bay,Agripina Bay,57.104,-156.4767,42,NA,77,77,109
NA,2021,July,5,186,Agripina Bay,Agripina Bay,57.104,-156.4767,42,NA,74,74,112
NA,2021,July,5,186,Agripina Bay,Agripina Bay,57.104,-156.4767,42,NA,75,75,111
NA,2022,July,4,185,Agripina Bay,Agripina Bay,57.1132,-156.4796,42,NA,77,77,108
NA,2022,July,4,185,Agripina Bay,Agripina Bay,57.1048,-156.4585,42,NA,78,78,107
NA,2022,July,4,185,Agripina Bay,Agripina Bay,57.1048,-156.4585,42,NA,77,77,108
NA,2022,July,4,185,Agripina Bay,Agripina Bay,57.1093,-156.4602,42,NA,79,79,106
NA,2022,July,4,185,Agripina Bay,Agripina Bay,57.1093,-156.4602,42,NA,79,79,106
NA,2022,July,4,185,Agripina Bay,Agripina Bay,57.1046,-156.4717,42,NA,79,79,106
NA,2023,July,3,184,Kaiugnak Bay,Kaiugnak Bay,57.0607,-153.7889,42,NA,77,77,107
NA,2023,July,3,184,Kaiugnak Bay,Kaiugnak Bay,57.0558,-153.6505,42,NA,77,77,107
NA,2023,June,29,180,Cook Bay,Eastern Kodiak,57.7689,-152.2752,42,NA,82,82,98
NA,2023,June,29,180,Cook Bay,Eastern Kodiak,57.7689,-152.2752,42,NA,82,82,98
NA,2023,June,29,180,Cook Bay,Eastern Kodiak,57.7689,-152.2752,42,NA,83,83,97
NA,2023,June,29,180,Cook Bay,Eastern Kodiak,57.7689,-152.2752,42,NA,83,83,97
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.228,-160.5598,43,NA,88,88,125
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.228,-160.5598,43,NA,89,89,124
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.228,-160.5598,43,NA,89,89,124
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.228,-160.5598,43,NA,91,91,122
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.228,-160.5598,43,NA,91,91,122
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2303,-160.5485,43,NA,91,91,122
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2294,-160.5646,43,NA,91,91,122
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2294,-160.5646,43,NA,90,90,123
NA,2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2294,-160.5646,43,NA,89,89,124
NA,2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0691,-160.1299,43,NA,88,88,123
NA,2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0691,-160.1299,43,NA,89,89,122
NA,2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0691,-160.1299,43,NA,89,89,122
NA,2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0691,-160.1299,43,NA,91,91,120
NA,2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,43,NA,90,90,121
NA,2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,43,NA,88,88,123
NA,2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,43,NA,90,90,121
NA,2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,43,NA,91,91,120
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0684,-160.1125,43,NA,90,90,120
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0684,-160.1125,43,NA,88,88,122
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0684,-160.1125,43,NA,90,90,120
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0684,-160.1125,43,NA,89,89,121
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0639,-160.1164,43,NA,89,89,121
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0639,-160.1164,43,NA,88,88,122
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0639,-160.1164,43,NA,90,90,120
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0639,-160.1164,43,NA,90,90,120
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0639,-160.1164,43,NA,90,90,120
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,43,NA,89,89,121
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,43,NA,88,88,122
NA,2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,43,NA,88,88,122
NA,2018,July,26,207,Sand Point,Shumagin Islands,55.2535,-160.5241,43,NA,91,91,116
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2304,-160.5484,43,NA,79,79,126
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2293,-160.5519,43,NA,79,79,126
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2293,-160.5623,43,NA,79,79,126
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2294,-160.5646,43,NA,81,81,124
NA,2020,July,23,205,Baralof Bay,Shumagin Islands,55.2294,-160.5646,43,NA,78,78,127
NA,2023,July,24,205,Sand Point,Shumagin Islands,55.3203,-160.5207,43,NA,79,79,126
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3204,-160.5204,43,NA,81,81,121
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3204,-160.5204,43,NA,78,78,124
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3204,-160.5204,43,NA,80,80,122
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3204,-160.5204,43,NA,78,78,124
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3204,-160.5204,43,NA,77,77,125
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3202,-160.5241,43,NA,80,80,122
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3202,-160.5241,43,NA,79,79,123
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3202,-160.5241,43,NA,81,81,121
NA,2020,July,20,202,Sand Point,Shumagin Islands,55.3202,-160.5241,43,NA,80,80,122
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0693,-160.1138,43,NA,78,78,123
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0693,-160.1138,43,NA,78,78,123
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0685,-160.1126,43,NA,79,79,122
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0685,-160.1126,43,NA,78,78,123
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0685,-160.1126,43,NA,79,79,122
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,43,NA,78,78,123
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,43,NA,78,78,123
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0668,-160.1265,43,NA,77,77,124
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0668,-160.1265,43,NA,78,78,123
NA,2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0668,-160.1265,43,NA,80,80,121
NA,2022,July,19,200,Sand Point,Shumagin Islands,55.3204,-160.5201,43,NA,78,78,122
NA,2023,July,19,200,Falmouth Bay,Shumagin Islands,55.0695,-160.114,43,NA,81,81,119
NA,2023,July,19,200,Falmouth Bay,Shumagin Islands,55.0695,-160.114,43,NA,78,78,122
NA,2021,July,17,198,Falmouth Bay,Shumagin Islands,55.0689,-160.1297,43,NA,75,75,123
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2294,-160.5626,43,NA,76,76,122
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2294,-160.5626,43,NA,78,78,120
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2294,-160.5626,43,NA,77,77,121
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2294,-160.5626,43,NA,80,80,118
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2293,-160.5518,43,NA,80,80,118
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2197,-160.5484,43,NA,80,80,118
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2197,-160.5484,43,NA,79,79,119
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2197,-160.5484,43,NA,78,78,120
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2197,-160.5484,43,NA,80,80,118
NA,2023,July,17,198,Baralof Bay,Shumagin Islands,55.2197,-160.5484,43,NA,79,79,119
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1047,-156.4584,43,NA,90,90,107
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1047,-156.4584,43,NA,91,91,106
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1047,-156.4584,43,NA,88,88,109
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1047,-156.4584,43,NA,91,91,106
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1047,-156.4584,43,NA,90,90,107
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1094,-156.4599,43,NA,91,91,106
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1094,-156.4599,43,NA,89,89,108
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,43,NA,88,88,109
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,43,NA,89,89,108
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,43,NA,90,90,107
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,43,NA,90,90,107
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,43,NA,90,90,107
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,43,NA,88,88,109
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.1045,-156.4712,43,NA,91,91,106
NA,2018,July,16,197,Agripina Bay,Agripina Bay,57.104,-156.4766,43,NA,90,90,107
NA,2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,43,NA,76,76,120
NA,2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,43,NA,77,77,119
NA,2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,43,NA,76,76,120
NA,2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,43,NA,78,78,118
NA,2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,43,NA,78,78,118
NA,2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,43,NA,78,78,118
NA,2021,July,15,196,Baralof Bay,Shumagin Islands,55.2292,-160.5518,43,NA,75,75,121
NA,2022,July,15,196,Baralof Bay,Shumagin Islands,55.2311,-160.5681,43,NA,80,80,116
NA,2022,July,15,196,Baralof Bay,Shumagin Islands,55.2295,-160.5646,43,NA,78,78,118
NA,2022,July,15,196,Baralof Bay,Shumagin Islands,55.2293,-160.5622,43,NA,78,78,118
NA,2022,July,15,196,Baralof Bay,Shumagin Islands,55.2293,-160.5622,43,NA,80,80,116
NA,2022,July,15,196,Baralof Bay,Shumagin Islands,55.2293,-160.5622,43,NA,79,79,117
NA,2022,July,15,196,Baralof Bay,Shumagin Islands,55.2293,-160.5515,43,NA,79,79,117
NA,2022,July,15,196,Baralof Bay,Shumagin Islands,55.2293,-160.5515,43,NA,78,78,118
NA,2022,July,15,196,Baralof Bay,Shumagin Islands,55.2293,-160.5515,43,NA,79,79,117
NA,2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0692,-160.1136,43,NA,77,77,118
NA,2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0692,-160.1136,43,NA,81,81,114
NA,2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0692,-160.1136,43,NA,79,79,116
